,Unnamed: 0,X,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,locality,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,ISOcode,duplicated
0,1,1,1423584167,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2354679,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,Caryota mitis,,SPECIES,Caryota mitis Lour.,DO,,b2dbd210-90c2-11df-86a3-b8a03c50a862,18.51418,-69.96419,,,,,,,2016-11-14T00:00:00Z,14.0,11.0,2016.0,2738902,2738902.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2354679,,Yves DEMOUY,2016-11-14T00:00:00Z,CC_BY_NC_4_0,,Yves DEMOUY,,,2018-12-06T16:53:20.591Z,,GEODETIC_DATUM_ASSUMED_WGS84,DOM,True
1,2,2,1423584391,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2283795,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaerops,Chamaerops humilis,,SPECIES,Chamaerops humilis L.,TN,,b2dbd210-90c2-11df-86a3-b8a03c50a862,36.89713,10.788889999999999,,,,,,,2016-09-18T00:00:00Z,18.0,9.0,2016.0,2736625,2736625.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2283795,,Patrick Leboulenger,2016-09-18T00:00:00Z,CC_BY_NC_4_0,,Patrick Leboulenger,,,2018-12-06T16:53:20.863Z,,GEODETIC_DATUM_ASSUMED_WGS84,TUN,True
2,3,3,1423584392,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2343174,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaerops,Chamaerops humilis,,SPECIES,Chamaerops humilis L.,ES,,b2dbd210-90c2-11df-86a3-b8a03c50a862,28.522840000000002,-16.33793,,,,,,,2016-11-06T00:00:00Z,6.0,11.0,2016.0,2736625,2736625.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2343174,,Perona Marrero DANIEL,2016-11-06T00:00:00Z,CC_BY_NC_4_0,,Perona Marrero DANIEL,,,2018-12-06T16:53:20.797Z,,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES,ESP,True
3,4,4,1423584395,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2366454,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaerops,Chamaerops humilis,,SPECIES,Chamaerops humilis L.,FR,,b2dbd210-90c2-11df-86a3-b8a03c50a862,43.353640000000006,5.41873,,,,,,,2016-09-15T00:00:00Z,15.0,9.0,2016.0,2736625,2736625.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2366454,,Manuel CARTEREAU,2016-09-15T00:00:00Z,CC_BY_NC_4_0,,Manuel CARTEREAU,,,2018-12-06T16:53:20.822Z,,GEODETIC_DATUM_ASSUMED_WGS84,FRA,True
4,5,5,1423585323,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2368908,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea metallica,,SPECIES,Chamaedorea metallica O.F.Cook ex H.E.Moore,FR,,b2dbd210-90c2-11df-86a3-b8a03c50a862,43.71889,4.321940000000001,,,,,,,2016-07-17T00:00:00Z,17.0,7.0,2016.0,2734536,2734536.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2368908,,Ruddy BENEZET,2016-07-17T00:00:00Z,CC_BY_NC_4_0,,Ruddy BENEZET,,,2018-12-06T16:53:21.601Z,,GEODETIC_DATUM_ASSUMED_WGS84,FRA,True
5,6,6,1423585335,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2370665,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Coccothrinax,Coccothrinax barbadensis,,SPECIES,Coccothrinax barbadensis Becc.,DO,,b2dbd210-90c2-11df-86a3-b8a03c50a862,18.51406,-69.96410999999999,,,,,,,2016-11-29T00:00:00Z,29.0,11.0,2016.0,2735268,2735268.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2370665,,Yves DEMOUY,2016-11-29T00:00:00Z,CC_BY_NC_4_0,,Yves DEMOUY,,,2018-12-06T16:53:21.583Z,,GEODETIC_DATUM_ASSUMED_WGS84,DOM,True
6,7,7,1423587214,baa86fb2-7346-4507-a34f-44e4c1bd0d57,urn:lsid:tela-botanica.org:cel:2328289,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Hyophorbe,Hyophorbe indica,,SPECIES,Hyophorbe indica Gaertn.,RE,Grand bassin,b2dbd210-90c2-11df-86a3-b8a03c50a862,-21.18178,55.53505,,,,,,,2016-10-27T00:00:00Z,27.0,10.0,2016.0,2735601,2735601.0,HUMAN_OBSERVATION,http://www.tela-botanica.org,cel,2328289,,Michel Ducrot,2016-10-27T00:00:00Z,CC_BY_NC_4_0,,Michel Ducrot,,,2018-12-06T16:53:22.688Z,,GEODETIC_DATUM_ASSUMED_WGS84,REU,True
7,8,8,1423893223,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1003892,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,Bactris hatschbachii,,SPECIES,Bactris hatschbachii Noblick ex A.J.Hend.,BR,"RPPN Salto Morato, trilha do pico.",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-25.144167000000003,-48.306111,,,610.0,,,,2013-07-18T00:00:00Z,18.0,7.0,2013.0,2732908,2732908.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01003892,1307,J.M. Silva,2013-07-22T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,M.L. Brotto; E. Barboza; J.M. Silva,,,2018-12-06T16:55:14.170Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
8,9,13,1423897702,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1045060,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus glaucescens,,SPECIES,Syagrus glaucescens Becc.,BR,Vila de Galheiros. Campos rupestres sobre afloramentos rochosos.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.270556,-43.7975,,,1312.0,,,,2014-02-11T00:00:00Z,11.0,2.0,2014.0,5293887,5293887.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01045060,18194,P.LEITMAN,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"G.Martinelli; E.Martins, N.Pougy, D.Maurenza, M.Verdi",,,2018-12-06T16:55:17.780Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
9,10,14,1423897749,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1045122,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Allagoptera,Allagoptera campestris,,SPECIES,Allagoptera campestris Kuntze,BR,"Parque Estadual de Biribiri, Lapa dos Fornos. Campos Rupestres com afloramentos rochosos.",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.159167,-43.544167,,,1300.0,,,,2014-02-13T00:00:00Z,13.0,2.0,2014.0,2732027,2732027.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01045122,18263,P.LEITMAN,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"G.Martinelli; E.Martins, N.Pougy, D.Maurenza, M.Verdi",,,2018-12-06T16:55:17.645Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
10,11,15,1423898078,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1049225,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus glaucescens,,SPECIES,Syagrus glaucescens Becc.,BR,"próximo a 1ª porteira do Parque, 1,8 km da guarita. Parque Estadual do Rio Preto",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.071111,-43.343889000000004,,,873.0,,,,2015-10-11T00:00:00Z,11.0,10.0,2015.0,5293887,5293887.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01049225,18758,Paula Leitman,2016-08-31T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,G. Martinelli; C. Baez,,,2018-12-06T16:55:18.029Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
11,12,16,1423898164,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1049300,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus glaucescens,,SPECIES,Syagrus glaucescens Becc.,BR,Vale das Estrelas. Parque Estadual do Rio Preto,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.130556,-43.379166999999995,,,1050.0,,,,2015-10-12T00:00:00Z,12.0,10.0,2015.0,5293887,5293887.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01049300,18834,Paula Leitman,2016-08-31T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,G Martinelli; C. Baez,,,2018-12-06T16:55:17.884Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
12,13,22,1423902854,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1092970,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,Bactris campestris,,SPECIES,Bactris campestris Poepp. ex Mart.,BR,"Estrada da Perdida, Km 12, entre o segundo e terceiro bueiro. Parque Nacional do Viruá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,1.384444,-60.985555000000005,,,55.0,,,,2016-02-12T00:00:00Z,12.0,2.0,2016.0,8362346,8362346.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01092970,8138,H.C. de Lima & P. Assunção,2016-01-01T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; R. Gribel; P.A.C.L. Assunção; W.S. da Costa,,,2018-12-06T16:55:21.226Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
13,14,23,1423903978,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1097817,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma pohliana,,SPECIES,Geonoma pohliana Mart.,BR,Ponto de Florística 3. Floresta Ombrófila Densa. Parque Estadual da Pedra Selada,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.283889000000002,-44.387221999999994,,,970.0,,,,2015-05-04T00:00:00Z,4.0,5.0,2015.0,2734352,2734352.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01097817,1260,,2016-01-01T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,"L.J.T. Cardoso; P. Monteiro, R. Giovanetti & L. Jordão",,,2018-12-06T16:55:21.774Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
14,15,24,1423904035,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1097846,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,Ponto de Florística 1. Floresta Ombrófila Densa. Parque Estadual da Pedra Selada,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.333333,-44.536944,,,1065.0,,,,2015-05-04T00:00:00Z,4.0,5.0,2015.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01097846,1289,,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"L.J.T. Cardoso; P. Monteiro, R. Giovanetti & L. Jordão",,,2018-12-06T16:55:21.768Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
15,16,25,1423904281,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1098664,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Iriartella,Iriartella setigera,,SPECIES,Iriartella setigera H.Wendl.,BR,Serra Ricardo Franco,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-15.0,-60.0,,,450.0,,,,1978-09-23T00:00:00Z,23.0,9.0,1978.0,2739108,2739108.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01098664,2050,Medeiros-Costa,1983-03-23T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,Windisch,,,2018-12-06T16:55:21.984Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
16,17,31,1423905423,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1103152,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Allagoptera,Allagoptera campestris,,SPECIES,Allagoptera campestris Kuntze,BR,"Parque Estadual de Vila Velha, próximo à igreja. Parque Estadual de Vila Velha",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-25.243610999999998,-50.010278,,,860.0,,,,2014-12-03T00:00:00Z,3.0,12.0,2014.0,2732027,2732027.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01103152,8716,P. Ferreira,2015-01-16T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,J.M. Silva; J.T. Motta,,,2018-12-06T16:55:22.556Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
17,18,33,1423906470,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1108883,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Astrocaryum,Astrocaryum aculeatum,,SPECIES,Astrocaryum gynacanthum Mart.,BR,"Access road that departs W from the BR-163 highway at Km 72, 1.3 km W of BR-163, in forest ca. 50 m N of access road Floresta Nacional do Tapajós",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-2.8869439999999997,-54.940555,,,164.0,,,,2015-11-10T00:00:00Z,10.0,11.0,2015.0,2738090,2733384.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01108883,1581,I.Lopes,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"B.M. Torke; C. Suemitsu, C.P. Moura, T. Almeida, J.de J. Riveira and L. Giacomin",,,2018-12-06T16:55:23.283Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
18,19,34,1423908004,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1115537,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus ruschiana,,SPECIES,Syagrus ruschiana (Bondar) Glassman,BR,"Córrego do Viadinho, 3,5km de Vila Pavão.",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-18.643889,-40.582778000000005,,,159.0,,,,2016-03-16T00:00:00Z,16.0,3.0,2016.0,5293867,5293867.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01115537,8770,L.F.A.DE PAULA,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"R.C. Forzza; L.F.A. de Paula, L.O. Azevedo",,,2018-12-06T16:55:24.457Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
19,20,35,1423908828,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1119327,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,Bactris caryotifolia,,SPECIES,Bactris caryotifolia Mart.,BR,Serra do Mendanha. Mata na subida do morro das antenas. Parque Natural Municipal da Serra do Mendanha,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.821389,-43.523889000000004,,,653.0,,,,2016-04-08T00:00:00Z,8.0,4.0,2016.0,2733328,2733328.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01119327,570,C. Baez,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; T. Lima, R. Gomes, E. Fernadez",,,2018-12-06T16:55:24.977Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
20,21,36,1423908862,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1119325,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma schottiana,,SPECIES,Geonoma schottiana Mart.,BR,Serra do Mendanha. Mata na subida do morro das antenas. Parque Natural Municipal da Serra do Mendanha,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.821389,-43.523889000000004,,,653.0,,,,2016-04-08T00:00:00Z,8.0,4.0,2016.0,2734237,2734237.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01119325,568,C. Baez,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"C. Baez; T. Lima, R. Gomes, E. Fernadez",,,2018-12-06T16:55:25.126Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
21,22,40,1423913818,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1134900,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Butia,Butia microspadix,,SPECIES,Butia microspadix Burret,BR,Próximo a Fortaleza. Parque Estadual de Vila Velha,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-25.231389,-49.992778,,,,,,,2014-12-03T00:00:00Z,3.0,12.0,2014.0,2736245,2736245.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01134900,8730,P. Ferreira,2015-01-16T00:00:00Z,CC_BY_4_0,Rio de Janeiro Botanical Garden,J.M. Silva; J.T. Mota,,,2018-12-06T16:55:27.652Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
22,23,43,1423914756,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1136807,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus hoehnei,,SPECIES,Syagrus hoehnei Burret,BR,Parque Estadual das Lauráceas,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-24.853889000000002,-48.71,,,,,,,2015-06-15T00:00:00Z,15.0,6.0,2015.0,5293824,5293824.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01136807,1951,D.ALMEIDA-COSTA,,CC_BY_4_0,Rio de Janeiro Botanical Garden,M.L. Brotto,,,2018-12-06T16:55:28.059Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
23,24,45,1423916138,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1140766,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus hoehnei,,SPECIES,Syagrus hoehnei Burret,BR,Parque Estadual das Lauráceas Parque Estadual das Lauráceas,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-24.853889000000002,-48.712222,,,890.0,,,,2014-11-04T00:00:00Z,4.0,11.0,2014.0,5293824,5293824.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01140766,1822,D.ALMEIDA-COSTA,,CC_BY_4_0,Rio de Janeiro Botanical Garden,M.L. Brotto; S. Prado,,,2018-12-06T16:55:28.783Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
24,25,47,1423916837,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142478,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,Bactris setosa,,SPECIES,Bactris setosa Mart.,BR,"Tinguá, Macuco, Brejo do Macuco. Floresta de baixada inundada. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.579167,-43.4375,,,134.0,,,,2016-07-06T00:00:00Z,6.0,7.0,2016.0,2733377,2733377.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142478,8277,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.151Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
25,26,48,1423916843,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142475,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus oleracea,,SPECIES,Syagrus oleracea Becc.,BR,"Tinguá, Serra Velha, próximo à casa de manutenção. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.574722,-43.418333000000004,,,135.0,,,,2016-07-04T00:00:00Z,4.0,7.0,2016.0,5293854,5293854.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142475,8266,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.372Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
26,27,49,1423916850,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142476,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Astrocaryum,Astrocaryum aculeatissimum,,SPECIES,Astrocaryum aculeatissimum (Schott) Burret,BR,"Tinguá, Estrada do Comércio, próximo ao rio Nova estrela. Floresta de encosta. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.568056,-43.467778,,,798.0,,,,2016-07-05T00:00:00Z,5.0,7.0,2016.0,2738058,2738058.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142476,8267,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.150Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
27,28,50,1423916859,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142474,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Euterpe,Euterpe edulis,,SPECIES,Euterpe edulis Mart.,BR,"Serra Velha, próximo à casa de manutenção. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.574722,-43.418333000000004,,,135.0,,,,2016-07-04T00:00:00Z,4.0,7.0,2016.0,5293403,5293403.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142474,8265,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.312Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
28,29,51,1423916865,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142488,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus ruschiana,,SPECIES,Syagrus ruschiana (Bondar) Glassman,BR,Povoado de Canaã do Brasil.,838537fc-4aeb-4980-8b58-97fbdcd1d91a,-17.978333,-41.216944,,,415.0,,,,2014-06-15T00:00:00Z,15.0,6.0,2014.0,5293867,5293867.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142488,731,L.F.A. de Paula,,CC_BY_4_0,Rio de Janeiro Botanical Garden,"L.F.A. de Paula; T. Mota, J.R. Stehmann, Y. Fernandes",,,2018-12-06T16:55:29.183Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
29,30,52,1423916868,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142473,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,Syagrus romanzoffiana,,SPECIES,Syagrus romanzoffiana (Cham.) Glassman,BR,"Tinguá, Estrada do Comércio, próximo à sede. Reserva Biológica do Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.589722000000002,-43.434722,,,108.0,,,,2016-07-04T00:00:00Z,4.0,7.0,2016.0,5293897,5293897.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142473,8264,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.359Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
30,31,53,1423916893,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142477,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea dubia,,SPECIES,Attalea dubia (Mart.) Burret,BR,"Tinguá, Estrada do Comércio, próximo ao Mirante. Reserva Biológica de Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.576389000000002,-43.464444,,,685.0,,,,2016-07-05T00:00:00Z,5.0,7.0,2016.0,2732744,2732744.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142477,8273,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.200Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
31,32,54,1423916914,4300f8d5-1ae5-49e5-a101-63894b005868,urn:catalog:JBRJ:RB:1142472,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Acrocomia,Acrocomia aculeata,,SPECIES,Acrocomia aculeata Lodd. ex Mart.,BR,"Tinguá, Estrada do Comércio, próximo à sede. Borda de floresta. Reserva Biológica de Tinguá",838537fc-4aeb-4980-8b58-97fbdcd1d91a,-22.589167,-43.435,,,114.0,,,,2016-07-04T00:00:00Z,4.0,7.0,2016.0,2739148,7413879.0,PRESERVED_SPECIMEN,JBRJ,RB,RB01142472,8263,H.C. de Lima,,CC_BY_4_0,Rio de Janeiro Botanical Garden,Haroldo C. de Lima; Sebastião J. da Silva Neto e Walter da Silva,,,2018-12-06T16:55:29.318Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
