,Unnamed: 0,X,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,locality,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,ISOcode,duplicated
1041,1342,3612,1094279865,5a0f2fe0-5516-4dc2-87df-6664c14249e0,BRA:FSL:HFSL:0000002509,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,Geonoma maxima,maxima,SUBSPECIES,Geonoma maxima subsp. maxima,BR,"Trail up lower slopes of Western Massif of Serra A, Trail up lower slopes of western Massif of serra Aracá. Palm swamp.",a684d545-47fd-44fc-b557-6971a864c055,0.833333,-63.35,,,100.0,0.0,,,1985-07-10T00:00:00Z,10.0,7.0,1985.0,8402345,2734176.0,PRESERVED_SPECIMEN,Faculdade São Lucas (FSL),HFSL,2509,29451,"Souza, M.C. de",2009-03-01T00:00:00Z,CC_BY_NC_4_0,HFSL - Herbário Dr. Ary Tupinambá Penna Pinheiro,"Prance, G.T.; Oliveira, J.G. de",,,2018-12-09T06:21:31.039Z,,GEODETIC_DATUM_ASSUMED_WGS84,BRA,True
1042,1355,3629,1094455507,5f4c1155-2025-4e96-9ba0-896b712f6841,260800,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,IL,,4f160e00-329d-11d9-8439-b8a03c50a862,30.81,34.81,,,,,,,,,,,6109699,6109699.0,HUMAN_OBSERVATION,ADanin,PointDB,,,,,CC_BY_4_0,,,,,2018-12-09T06:21:52.348Z,,COUNTRY_DERIVED_FROM_COORDINATES,ISR,True
1043,1356,3630,1094457637,5f4c1155-2025-4e96-9ba0-896b712f6841,278398,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,IL,,4f160e00-329d-11d9-8439-b8a03c50a862,31.12,35.24,,,,,,,,,,,6109699,6109699.0,HUMAN_OBSERVATION,ADanin,PointDB,,,,,CC_BY_4_0,,,,,2018-12-09T06:21:53.199Z,,COUNTRY_DERIVED_FROM_COORDINATES,ISR,True
1044,1357,3631,1094461170,5f4c1155-2025-4e96-9ba0-896b712f6841,282119,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,IL,,4f160e00-329d-11d9-8439-b8a03c50a862,31.04,35.35,,,,,,,,,,,6109699,6109699.0,HUMAN_OBSERVATION,ADanin,PointDB,,,,,CC_BY_4_0,,,,,2018-12-09T06:21:54.601Z,,COUNTRY_DERIVED_FROM_COORDINATES,ISR,True
1045,1358,3632,1094504195,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,369138,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.7,35.44,,,,,,,1988-01-01T00:00:00Z,,,1988.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.328Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,True
1046,1359,3633,1094504205,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,369136,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.7,35.44,,,,,,,1987-01-01T00:00:00Z,,,1987.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.205Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,False
1047,1360,3634,1094505186,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,370495,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.71,35.46,,,,,,,1975-01-01T00:00:00Z,,,1975.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.615Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,True
1048,1361,3635,1094505554,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,369451,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.71,35.44,,,,,,,1989-01-01T00:00:00Z,,,1989.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.656Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,True
1049,1362,3636,1094505558,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,369276,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.71,35.44,,,,,,,1975-01-01T00:00:00Z,,,1975.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.657Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,False
1050,1363,3637,1094505586,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,369413,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.71,35.44,,,,,,,1988-01-01T00:00:00Z,,,1988.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.798Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,False
1051,1364,3638,1094505590,5a6b5bd4-cf31-4d5f-9a85-a331b7178a77,369402,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,,SPECIES,Phoenix dactylifera L.,PS,,4f160e00-329d-11d9-8439-b8a03c50a862,31.71,35.44,,,,,,,1975-01-01T00:00:00Z,,,1975.0,6109699,6109699.0,HUMAN_OBSERVATION,INPA,Plants,,,,,CC_BY_4_0,,,,,2018-12-09T06:22:12.776Z,,COUNTRY_DERIVED_FROM_COORDINATES,PSE,False
1052,1365,3648,1288053790,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,ML,Jardins de Tanezrouf  ;Kidal,c76cf030-2a95-11da-9cc1-b8a03c50a862,19.051610999999998,1.25375,,,,,,,2003-02-20T12:27:00Z,20.0,2.0,2003.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,12272,,,,CC_BY_4_0,,,,,2018-12-06T11:12:57.710Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,MLI,True
1053,1366,3649,1288053826,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,ML,Jardins de Tanezrouf  ;Kidal,c76cf030-2a95-11da-9cc1-b8a03c50a862,19.051610999999998,1.25375,,,,,,,2003-02-20T12:27:00Z,20.0,2.0,2003.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,12273,,,,CC_BY_4_0,,,,,2018-12-06T11:12:57.772Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,MLI,False
1054,1367,3650,1288053844,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",ML,Arrière du Camp IRD;Batamani,c76cf030-2a95-11da-9cc1-b8a03c50a862,14.883667,-4.037167,,,,,,,2004-03-18T08:26:00Z,18.0,3.0,2004.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,12274,,,,CC_BY_4_0,,,,,2018-12-06T11:12:57.754Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,MLI,True
1055,1368,3651,1288053852,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",ML,Arrière du Camp IRD;Batamani,c76cf030-2a95-11da-9cc1-b8a03c50a862,14.883667,-4.037167,,,,,,,2004-03-18T08:42:00Z,18.0,3.0,2004.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,12275,,,,CC_BY_4_0,,,,,2018-12-06T11:12:57.748Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,MLI,False
1056,1369,3659,1288054153,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.538530999999999,-5.107336,,,,,,,2009-06-13T12:36:44Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6225,,,,CC_BY_4_0,,,,,2018-12-06T11:12:59.535Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1057,1370,3662,1288054195,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.528027999999999,-5.113277,,,,,,,2009-06-13T12:38:50Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6227,,,,CC_BY_4_0,,,,,2018-12-06T11:12:59.663Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1058,1371,3664,1288054229,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.538451,-5.107367,,,,,,,2009-06-13T12:36:49Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6226,,,,CC_BY_4_0,,,,,2018-12-06T11:12:59.586Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1059,1372,3671,1288054386,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.538532,-5.107323,,,,,,,2009-06-13T12:32:23Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6224,,,,CC_BY_4_0,,,,,2018-12-06T11:13:02.223Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1060,1373,3673,1288054397,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.538532,-5.107323,,,,,,,2009-06-13T12:32:17Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6223,,,,CC_BY_4_0,,,,,2018-12-06T11:13:02.212Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,False
1061,1374,3675,1288054433,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Léraba;Niansogoni;Campement,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.583316,-5.422732,,,,,,,2009-06-14T07:31:05Z,14.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6229,,,,CC_BY_4_0,,,,,2018-12-06T11:13:02.340Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1062,1375,3688,1288054599,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BF,Soum;Djibo,c76cf030-2a95-11da-9cc1-b8a03c50a862,14.099297,-1.7180240000000002,,,,,,,2009-06-22T18:33:45Z,22.0,6.0,2009.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6715,,,,CC_BY_4_0,,,,,2018-12-06T11:13:03.033Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1063,1376,3689,1288054611,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.538524,-5.107315,,,,,,,2009-06-13T12:32:03Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6218,,,,CC_BY_4_0,,,,,2018-12-06T11:13:03.043Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1064,1377,3690,1288054639,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus akeassii,,SPECIES,"Borassus akeassii Bayton, Ouédr. & Guinko",BF,Comoé;Sindou;between Niangoloko and Sindou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.523174000000001,-5.115675,,,,,,,2009-06-13T12:39:26Z,13.0,6.0,2009.0,2733932,2733932.0,HUMAN_OBSERVATION,FR,sgn_africanplants,6228,,,,CC_BY_4_0,,,,,2018-12-06T11:13:03.038Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BFA,True
1065,1378,3691,1288055073,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-28T14:02:56Z,28.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30673,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.499Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,True
1066,1379,3692,1288055083,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-02-10T09:05:28Z,10.0,2.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30669,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.503Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1067,1380,3693,1288055084,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-28T14:04:37Z,28.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30674,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.535Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1068,1381,3694,1288055095,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-25T15:57:28Z,25.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30670,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.493Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1069,1382,3695,1288055098,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-28T14:05:13Z,28.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30675,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.518Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1070,1383,3696,1288055099,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-25T15:57:53Z,25.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30671,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.520Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1071,1384,3700,1288055237,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-25T15:58:05Z,25.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30672,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.551Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1072,1385,3701,1288055254,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-28T14:06:30Z,28.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30676,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.668Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1073,1386,3702,1288055274,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,ET,"Addis Ababa, Taitu Street;cultivated",c76cf030-2a95-11da-9cc1-b8a03c50a862,9.021861,38.759679999999996,,,,,,,2014-03-01T10:33:21Z,1.0,3.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,37921,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.737Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,ETH,True
1074,1387,3703,1288055288,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-03-09T13:49:12Z,9.0,3.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30680,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.716Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1075,1388,3704,1288055290,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-04-25T15:56:14Z,25.0,4.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30668,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.688Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1076,1389,3705,1288055306,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-03-09T13:49:26Z,9.0,3.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30681,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.631Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1077,1390,3708,1288055365,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-03-09T13:48:21Z,9.0,3.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30679,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.742Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1078,1391,3709,1288055387,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-02-10T09:06:07Z,10.0,2.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30677,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.829Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1079,1392,3710,1288055425,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Pendjari National Park,c76cf030-2a95-11da-9cc1-b8a03c50a862,11.283522,1.8674580000000003,,,,,,,2014-03-09T13:47:41Z,9.0,3.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,30678,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.721Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,False
1080,1393,3713,1288055621,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Atakora;Kossokouangou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.176789999999999,1.203418,,,,,,,2015-09-17T10:19:46Z,17.0,9.0,2015.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,40961,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.855Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,True
1081,1394,3714,1288055680,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,BJ,Atakora;Kossokouangou,c76cf030-2a95-11da-9cc1-b8a03c50a862,10.176627,1.203317,,,,,,,2015-09-17T10:21:39Z,17.0,9.0,2015.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,40962,,,,CC_BY_4_0,,,,,2018-12-06T11:13:04.849Z,STILLIMAGE,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,BEN,True
1082,1395,3716,1288056237,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,MZ,Cabo Delgado;Rio Messalo,c76cf030-2a95-11da-9cc1-b8a03c50a862,-11.845944,40.106971,,,,,,,2014-02-24T11:54:56Z,24.0,2.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,45006,,,,CC_BY_4_0,,,,,2018-12-06T11:13:05.048Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,MOZ,True
1083,1396,3717,1288056343,e5774d90-9f01-42bb-a747-32331be82b18,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Borassus,Borassus aethiopum,,SPECIES,Borassus aethiopum Mart.,MZ,Cabo Delgado;Rio Messalo,c76cf030-2a95-11da-9cc1-b8a03c50a862,-11.845944,40.106971,,,,,,,2014-02-24T11:55:10Z,24.0,2.0,2014.0,2733925,2733925.0,HUMAN_OBSERVATION,FR,sgn_africanplants,45007,,,,CC_BY_4_0,,,,,2018-12-06T11:13:05.163Z,STILLIMAGE,GEODETIC_DATUM_ASSUMED_WGS84,MOZ,False
